Filename:  live_data.mca
Description:  
TimeStamp:  11/30/2023 14:00:54

Spectral Data Information
Channel	Data
475	50
476	56
477	45
478	38
479	43
480	37
481	64
482	41
483	40
484	54
485	49
486	42
487	44
488	61
489	37
490	53
491	41
492	30
493	47
494	37
495	34
496	35
497	38
498	39
499	24
500	33
501	22
502	30
503	21
504	31
505	32
506	19
507	26
508	22
509	18
510	18
511	17
512	21
513	17
514	17
515	12
516	14
517	6
518	19
519	8
520	13
521	12
522	13
523	12
524	5
525	9
526	8
527	9
528	7
529	6
530	8
531	9
532	4
533	5
534	10
535	6
536	4
537	7
538	6
539	2
540	10
541	11
542	2
543	6
544	6
545	5
546	7
547	3
548	6
549	5
550	1
551	10
552	10
553	5
554	3
555	8
556	8
557	4
558	3
559	5
560	4
561	3
562	7
563	5
564	3
565	3
566	3
567	4
568	5
569	4
570	4
571	5
572	3
573	6
574	7
575	1
576	7
577	6
578	3
579	5
580	8
581	1
582	7
583	6
584	4
585	5
586	7
587	5
588	5
589	6
590	3
591	1
592	1
593	8
594	4
595	3
596	6
597	2
598	4
599	4
600	3
601	8
602	4
603	5
604	4
605	1
606	4
607	3
608	5
609	6
610	4
611	1
612	4
613	1
614	7
615	3
616	4
617	3
618	7
619	4
620	2
621	4
622	3
623	2
624	2
625	5
626	6
627	2
628	3
629	1
630	1
631	2
632	3
633	3
634	5
635	4
636	5
637	6
638	4
639	3
640	4
641	3
642	3
643	0
644	1
645	2
646	2
647	1
648	2
649	1
650	4
651	2
652	1
653	0
654	1
655	3
656	1
657	4
658	4
659	1
660	5
661	3
662	2
663	4
664	2
665	5
666	4
667	2
668	0
669	2
670	0
671	4
672	2
673	5
674	0
675	1
676	3
677	2
678	3
679	2
680	3
681	3
682	5
683	5
684	2
685	4
686	3
687	4
688	3
689	2
690	2
691	2
692	1
693	4
694	7
695	5
696	4
697	5
698	3
699	3
700	4
701	3
702	5
703	3
704	0
705	2
706	2
707	2
708	4
709	0
710	3
711	2
712	5
713	2
714	0
715	4
716	3
717	3
718	2
719	0
720	3
721	3
722	5
723	4
724	3
725	2
726	5
727	1
728	2
729	2
730	4
731	3
732	2
733	1
734	4
735	5
736	4
737	2
738	4
739	1
740	3
741	4
742	6
743	2
744	1
745	1
746	4
747	4
748	2
749	0
750	4
751	3
752	4
753	1
754	0
755	1
756	3
757	2
758	4
759	2
760	1
761	2
762	1
763	2
764	1
765	1
766	0
767	3
768	2
769	3
770	2
771	0
772	2
773	0
774	0
775	1
776	0
777	2
778	2
779	2
780	2
781	2
782	2
783	4
784	4
785	0
786	0
787	2
788	1
789	7
790	3
791	0
792	2
793	3
794	2
795	1
796	2
797	1
798	0
799	1
800	2
801	1
802	1
803	4
804	2
805	2
806	0
807	0
808	4
809	2
810	4
811	3
812	3
813	4
814	4
815	0
816	2
817	2
818	0
819	2
820	4
821	4
822	2
823	0
824	1
825	2
826	2
827	0
828	2
829	2
830	4
831	0
832	1
833	2
834	1
835	2
836	1
837	4
838	2
839	0
840	3
841	3
842	2
843	3
844	1
845	1
846	3
847	3
848	4
849	3
850	1
851	3
852	3
853	2
854	2
855	3
856	3
857	0
858	4
859	4
860	6
861	2
862	1
863	0
864	3
865	2
866	3
867	6
868	2
869	3
870	4
871	2
872	1
873	3
874	3
875	2
876	4
877	1
878	2
879	5
880	2
881	2
882	2
883	0
884	0
885	0
886	3
887	1
888	3
889	1
890	3
891	1
892	1
893	2
894	5
895	3
896	2
897	1
898	2
899	1
900	1
901	1
902	1
903	1
904	1
905	1
906	2
907	0
908	0
909	0
910	1
911	0
912	1
913	0
914	0
915	1
916	0
917	0
918	1
919	0
920	1
921	0
922	1
923	0
924	0
925	0
926	0
927	0
928	2
929	0
930	0
931	1
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	1
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	1
975	0
976	0
977	0
978	0
979	1
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	1
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
