Filename:  live_data.mca
Description:  
TimeStamp:  11/30/2023 13:06:43

Spectral Data Information
Channel	Data
500	25
501	34
502	28
503	33
504	28
505	25
506	33
507	26
508	23
509	16
510	22
511	15
512	22
513	13
514	10
515	15
516	24
517	14
518	16
519	9
520	10
521	6
522	9
523	7
524	8
525	8
526	8
527	6
528	6
529	7
530	9
531	8
532	6
533	5
534	3
535	9
536	8
537	6
538	7
539	6
540	6
541	8
542	8
543	8
544	4
545	3
546	7
547	7
548	3
549	3
550	4
551	9
552	2
553	5
554	3
555	4
556	7
557	4
558	3
559	9
560	5
561	7
562	7
563	7
564	8
565	4
566	5
567	8
568	1
569	0
570	8
571	4
572	5
573	5
574	8
575	4
576	3
577	6
578	5
579	2
580	7
581	4
582	5
583	7
584	5
585	6
586	2
587	7
588	2
589	4
590	3
591	3
592	1
593	6
594	5
595	4
596	4
597	6
598	5
599	6
600	4
601	5
602	4
603	3
604	6
605	4
606	5
607	5
608	1
609	2
610	0
611	1
612	3
613	4
614	4
615	2
616	2
617	3
618	3
619	6
620	5
621	2
622	2
623	3
624	1
625	2
626	2
627	3
628	3
629	2
630	3
631	3
632	2
633	7
634	5
635	1
636	2
637	5
638	1
639	3
640	6
641	2
642	2
643	3
644	3
645	2
646	3
647	5
648	1
649	3
650	3
651	1
652	4
653	0
654	4
655	2
656	3
657	1
658	2
659	6
660	3
661	1
662	4
663	2
664	4
665	2
666	4
667	6
668	4
669	3
670	2
671	5
672	2
673	5
674	0
675	3
676	4
677	3
678	2
679	1
680	3
681	0
682	2
683	4
684	4
685	3
686	1
687	2
688	2
689	2
690	2
691	3
692	4
693	5
694	5
695	2
696	2
697	3
698	5
699	2
700	1
701	0
702	3
703	5
704	1
705	1
706	0
707	4
708	4
709	4
710	3
711	2
712	3
713	5
714	2
715	5
716	5
717	5
718	1
719	4
720	2
721	0
722	2
723	6
724	0
725	3
726	1
727	0
728	4
729	3
730	3
731	5
732	3
733	1
734	3
735	4
736	3
737	0
738	1
739	2
740	2
741	5
742	5
743	2
744	3
745	4
746	1
747	1
748	2
749	3
750	6
751	1
752	3
753	4
754	0
755	2
756	1
757	1
758	5
759	2
760	3
761	1
762	2
763	2
764	2
765	1
766	2
767	3
768	1
769	1
770	1
771	2
772	5
773	1
774	4
775	2
776	3
777	2
778	2
779	3
780	3
781	2
782	1
783	1
784	1
785	3
786	3
787	0
788	1
789	4
790	2
791	0
792	2
793	2
794	4
795	1
796	0
797	1
798	2
799	1
800	2
801	0
802	2
803	1
804	0
805	3
806	0
807	5
808	0
809	2
810	1
811	2
812	0
813	1
814	1
815	2
816	3
817	2
818	0
819	1
820	1
821	1
822	3
823	4
824	1
825	2
826	0
827	3
828	1
829	3
830	1
831	1
832	1
833	1
834	2
835	2
836	2
837	3
838	1
839	3
840	3
841	2
842	3
843	2
844	0
845	2
846	2
847	4
848	0
849	4
850	0
851	3
852	3
853	2
854	5
855	0
856	3
857	4
858	2
859	3
860	1
861	2
862	1
863	5
864	3
865	1
866	0
867	1
868	2
869	4
870	4
871	3
872	1
873	2
874	4
875	1
876	3
877	1
878	0
879	3
880	1
881	1
882	1
883	3
884	4
885	0
886	0
887	3
888	0
889	4
890	0
891	3
892	0
893	0
894	1
895	0
896	1
897	2
898	0
899	2
900	1
901	0
902	2
903	2
904	0
905	2
906	0
907	1
908	0
909	0
910	1
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	1
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	2
947	0
948	0
949	1
950	0
951	0
952	1
953	0
954	0
955	1
956	1
957	0
958	0
959	0
960	0
961	0
962	0
963	1
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	1
987	0
988	0
989	0
990	0
991	1
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
