Filename:  live_data.mca
Description:  
TimeStamp:  11/30/2023 13:18:06

Spectral Data Information
Channel	Data
493	43
494	36
495	39
496	50
497	34
498	39
499	36
500	31
501	30
502	31
503	25
504	42
505	21
506	20
507	27
508	20
509	25
510	21
511	21
512	13
513	19
514	17
515	12
516	11
517	9
518	8
519	11
520	9
521	15
522	13
523	10
524	7
525	4
526	14
527	5
528	5
529	5
530	3
531	9
532	10
533	5
534	2
535	5
536	4
537	7
538	3
539	3
540	6
541	5
542	8
543	5
544	10
545	2
546	3
547	2
548	6
549	2
550	4
551	6
552	8
553	9
554	4
555	3
556	4
557	5
558	4
559	8
560	2
561	4
562	5
563	4
564	3
565	4
566	3
567	5
568	3
569	5
570	6
571	3
572	2
573	5
574	4
575	6
576	12
577	7
578	6
579	4
580	5
581	5
582	6
583	4
584	7
585	4
586	10
587	6
588	9
589	8
590	2
591	6
592	4
593	4
594	3
595	5
596	3
597	4
598	5
599	4
600	5
601	0
602	3
603	9
604	2
605	9
606	6
607	2
608	2
609	5
610	1
611	2
612	4
613	6
614	1
615	2
616	5
617	3
618	3
619	5
620	3
621	6
622	1
623	4
624	3
625	1
626	1
627	8
628	1
629	5
630	2
631	7
632	1
633	1
634	1
635	5
636	1
637	3
638	2
639	4
640	2
641	0
642	4
643	3
644	3
645	2
646	0
647	1
648	1
649	1
650	2
651	4
652	1
653	1
654	4
655	3
656	3
657	4
658	6
659	3
660	3
661	5
662	4
663	2
664	1
665	2
666	1
667	1
668	1
669	1
670	5
671	2
672	3
673	3
674	4
675	3
676	6
677	1
678	4
679	3
680	2
681	6
682	4
683	1
684	5
685	0
686	2
687	4
688	2
689	2
690	1
691	1
692	3
693	4
694	3
695	4
696	7
697	5
698	3
699	4
700	5
701	4
702	1
703	3
704	2
705	0
706	3
707	1
708	4
709	2
710	2
711	2
712	6
713	4
714	2
715	1
716	4
717	6
718	3
719	10
720	4
721	1
722	4
723	2
724	2
725	3
726	3
727	4
728	4
729	3
730	4
731	5
732	2
733	4
734	2
735	2
736	3
737	2
738	3
739	9
740	2
741	0
742	5
743	0
744	7
745	4
746	2
747	7
748	4
749	1
750	1
751	2
752	1
753	4
754	1
755	1
756	1
757	4
758	2
759	2
760	5
761	1
762	2
763	1
764	0
765	2
766	1
767	5
768	0
769	2
770	3
771	0
772	4
773	4
774	2
775	0
776	3
777	2
778	5
779	3
780	0
781	4
782	0
783	1
784	0
785	1
786	0
787	1
788	2
789	3
790	1
791	3
792	0
793	1
794	2
795	2
796	1
797	1
798	1
799	3
800	2
801	2
802	1
803	2
804	1
805	0
806	2
807	1
808	1
809	0
810	1
811	2
812	0
813	1
814	2
815	0
816	1
817	1
818	1
819	2
820	0
821	4
822	1
823	1
824	5
825	2
826	1
827	1
828	3
829	5
830	1
831	4
832	3
833	3
834	1
835	2
836	3
837	1
838	2
839	0
840	3
841	0
842	3
843	2
844	4
845	2
846	3
847	2
848	3
849	0
850	1
851	1
852	2
853	0
854	5
855	2
856	1
857	4
858	4
859	2
860	5
861	4
862	8
863	4
864	2
865	2
866	1
867	4
868	2
869	2
870	2
871	3
872	2
873	3
874	2
875	2
876	2
877	3
878	3
879	1
880	1
881	1
882	1
883	2
884	1
885	0
886	5
887	0
888	0
889	0
890	2
891	1
892	0
893	0
894	2
895	1
896	1
897	2
898	1
899	2
900	1
901	1
902	1
903	0
904	0
905	1
906	1
907	0
908	1
909	3
910	0
911	1
912	0
913	0
914	2
915	1
916	1
917	2
918	0
919	0
920	1
921	0
922	1
923	0
924	1
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	1
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	1
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	1
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
