Filename:  live_data.mca
Description:  
TimeStamp:  11/30/2023 14:29:12

Spectral Data Information
Channel	Data
473	47
474	55
475	49
476	46
477	52
478	44
479	59
480	53
481	61
482	50
483	47
484	46
485	51
486	65
487	61
488	55
489	41
490	53
491	49
492	52
493	38
494	36
495	40
496	36
497	44
498	36
499	33
500	29
501	37
502	29
503	24
504	33
505	27
506	22
507	22
508	23
509	17
510	28
511	16
512	26
513	22
514	10
515	12
516	14
517	14
518	11
519	9
520	9
521	10
522	6
523	9
524	9
525	11
526	8
527	7
528	7
529	7
530	8
531	9
532	14
533	4
534	3
535	7
536	6
537	2
538	4
539	4
540	9
541	4
542	4
543	5
544	8
545	3
546	4
547	4
548	7
549	6
550	6
551	5
552	5
553	4
554	5
555	3
556	6
557	6
558	4
559	6
560	3
561	6
562	5
563	6
564	7
565	6
566	9
567	9
568	5
569	3
570	8
571	1
572	5
573	5
574	6
575	4
576	4
577	3
578	5
579	4
580	5
581	8
582	1
583	6
584	2
585	6
586	8
587	7
588	3
589	4
590	10
591	9
592	4
593	2
594	4
595	6
596	1
597	0
598	3
599	3
600	4
601	5
602	11
603	8
604	6
605	6
606	4
607	2
608	6
609	2
610	3
611	6
612	3
613	2
614	2
615	5
616	3
617	1
618	5
619	6
620	9
621	5
622	3
623	4
624	3
625	4
626	1
627	2
628	2
629	1
630	4
631	2
632	3
633	0
634	3
635	4
636	3
637	4
638	4
639	1
640	2
641	3
642	5
643	6
644	2
645	2
646	1
647	4
648	5
649	2
650	4
651	4
652	3
653	1
654	3
655	5
656	0
657	5
658	2
659	2
660	1
661	1
662	2
663	2
664	2
665	2
666	6
667	3
668	1
669	0
670	3
671	4
672	4
673	4
674	3
675	1
676	4
677	0
678	2
679	4
680	3
681	6
682	0
683	3
684	4
685	5
686	1
687	5
688	2
689	5
690	3
691	2
692	1
693	1
694	5
695	1
696	5
697	5
698	2
699	2
700	2
701	8
702	1
703	0
704	3
705	3
706	3
707	5
708	4
709	2
710	5
711	5
712	7
713	1
714	6
715	4
716	3
717	1
718	3
719	1
720	0
721	4
722	4
723	5
724	2
725	1
726	0
727	6
728	2
729	3
730	7
731	1
732	2
733	3
734	2
735	1
736	5
737	6
738	5
739	1
740	2
741	6
742	2
743	5
744	3
745	7
746	1
747	2
748	0
749	0
750	5
751	7
752	1
753	2
754	2
755	1
756	1
757	0
758	4
759	1
760	2
761	2
762	4
763	1
764	2
765	1
766	0
767	0
768	2
769	4
770	4
771	6
772	1
773	3
774	6
775	0
776	1
777	3
778	3
779	1
780	1
781	1
782	4
783	0
784	4
785	0
786	4
787	0
788	1
789	0
790	1
791	2
792	4
793	2
794	0
795	3
796	1
797	2
798	0
799	0
800	2
801	1
802	1
803	2
804	2
805	2
806	3
807	3
808	1
809	0
810	2
811	0
812	0
813	0
814	1
815	0
816	2
817	3
818	0
819	3
820	0
821	3
822	1
823	2
824	1
825	1
826	1
827	3
828	2
829	2
830	3
831	2
832	0
833	2
834	3
835	4
836	0
837	1
838	2
839	7
840	3
841	2
842	3
843	2
844	2
845	3
846	3
847	0
848	2
849	1
850	5
851	2
852	1
853	3
854	2
855	2
856	2
857	4
858	2
859	4
860	4
861	2
862	3
863	1
864	1
865	3
866	1
867	4
868	3
869	2
870	0
871	1
872	2
873	3
874	1
875	2
876	1
877	2
878	1
879	2
880	2
881	2
882	0
883	2
884	2
885	1
886	2
887	2
888	3
889	0
890	3
891	2
892	1
893	0
894	1
895	0
896	0
897	1
898	2
899	0
900	1
901	2
902	1
903	0
904	0
905	0
906	1
907	1
908	0
909	0
910	2
911	1
912	1
913	2
914	1
915	0
916	0
917	0
918	0
919	0
920	1
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	2
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	1
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	1
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	1
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
